No.,Topic,Source,Question,Choices,Answer,Explanation,Difficulty
1868,Computer Vision,Interview kickstart,What is the primary use of image augmentation in training CNNs?,a. Increase data diversity<br>b. Enhance resolution<br>c. Classify images<br>d. Reduce noise,a. Increase data diversity,"Augmentation (e.g., rotation) generates varied samples, improving model robustness and generalization.",
1869,Machine Learning Basics,Interview kickstart,What is the main disadvantage of using a high bias model?,a. Underfitting<br>b. Slow computation<br>c. Overfitting<br>d. Poor scalability,a. Underfitting,"High bias models oversimplify, failing to capture data patterns, leading to poor performance.",
1870,Natural Language Processing,Interview kickstart,What is the main advantage of using a latent Dirichlet allocation (LDA)?,a. Uncovers hidden topics<br>b. Faster training<br>c. Fewer parameters<br>d. Simpler architecture,a. Uncovers hidden topics,"LDA identifies latent topics in text, useful for organizing news archives at Thomson Reuters.",
1871,Deep Learning,Interview kickstart,What is the primary purpose of using a weight decay regularization?,a. Prevent overfitting<br>b. Reduce training time<br>c. Increase accuracy<br>d. Normalize inputs,a. Prevent overfitting,"Weight decay (L2 regularization) penalizes large weights, reducing model complexity and overfitting.",
1872,ML Pipelines,Interview kickstart,What is the main advantage of using a model deployment orchestration tool?,a. Automate deployment workflows<br>b. Improve accuracy<br>c. Reduce training time<br>d. Simplify models,a. Automate deployment workflows,"Tools like Kubernetes automate scaling and updates, streamlining production at Thomson Reuters.",
1873,Reinforcement Learning,Interview kickstart,What is the main advantage of using a proximal policy optimization (PPO)?,a. Stable policy updates<br>b. Reduced memory usage<br>c. Increased exploration<br>d. Faster convergence,a. Stable policy updates,"PPO constrains updates with a clipped objective, ensuring reliable learning in RL tasks.",
1874,Ethics in AI,Interview kickstart,What is a key ethical concern with AI in Thomson Reuters’ document classification?,a. Bias in categorization<br>b. Slow processing<br>c. High accuracy<br>d. Reduced costs,a. Bias in categorization,"Biased classification could mislabel legal or news documents, affecting accuracy and fairness.",
1875,Computer Vision,Interview kickstart,What is the main advantage of using a Vision Transformer (ViT) over CNNs?,a. Global context modeling<br>b. Reduced parameters<br>c. Faster training<br>d. Improved accuracy,a. Global context modeling,"ViT uses self-attention to capture long-range dependencies, unlike CNNs’ local focus.",
1876,Machine Learning Basics,Interview kickstart,What is the primary purpose of using a silhouette score in clustering?,a. Evaluate cluster quality<br>b. Reduce overfitting<br>c. Increase accuracy<br>d. Normalize data,a. Evaluate cluster quality,"Silhouette score measures how similar objects are within clusters vs. others, assessing cohesion.",
1877,Natural Language Processing,Interview kickstart,What is the primary purpose of using a sentiment lexicon in NLP?,a. Assign sentiment scores<br>b. Generate text<br>c. Remove stopwords<br>d. Assign POS tags,a. Assign sentiment scores,"Sentiment lexicons (e.g., VADER) provide word-level polarity, aiding sentiment analysis in news.",
1878,Deep Learning,Interview kickstart,What is the main disadvantage of using a shallow convolutional network?,a. Limited feature extraction<br>b. Slow training<br>c. Overfitting<br>d. High memory usage,a. Limited feature extraction,"Shallow CNNs lack depth to capture complex patterns, reducing effectiveness in intricate tasks.",
1879,ML Pipelines,Interview kickstart,What is the main benefit of using a data validation library?,a. Ensure data consistency<br>b. Improve accuracy<br>c. Reduce training time<br>d. Simplify deployment,a. Ensure data consistency,"Libraries (e.g., Cerberus) check data integrity, preventing errors in ML pipelines.",
1880,Ethics in AI,Interview kickstart,What is a potential ethical issue with AI in Thomson Reuters’ merger analysis?,a. Bias in valuation<br>b. Slow processing<br>c. High accuracy<br>d. Reduced costs,a. Bias in valuation,"Biased AI could skew merger assessments, affecting fairness and financial decisions.",
1881,Computer Vision,Interview kickstart,What is the primary use of saliency mapping in image analysis?,a. Highlight important regions<br>b. Enhance resolution<br>c. Classify images<br>d. Reduce noise,a. Highlight important regions,"Saliency maps show areas driving model decisions, useful for interpreting news image predictions.",
1882,Reinforcement Learning,Interview kickstart,What is the main disadvantage of using a low exploration rate in RL?,a. Insufficient state coverage<br>b. Slow convergence<br>c. Both a and b<br>d. Overfitting,a. Insufficient state coverage,"Low exploration limits discovery of optimal actions, potentially trapping the agent in local optima.",
1883,Machine Learning Basics,Interview kickstart,What is the main advantage of using a kernel density estimation (KDE)?,a. Models continuous distributions<br>b. Reduces computation<br>c. Improves interpretability<br>d. Speeds up training,a. Models continuous distributions,"KDE estimates smooth probability densities, useful for anomaly detection in financial data.",
1884,Natural Language Processing,Interview kickstart,What is the main advantage of using a RoBERTa model over BERT?,a. Optimized pre-training<br>b. Faster inference<br>c. Fewer parameters<br>d. Simpler architecture,a. Optimized pre-training,"RoBERTa improves on BERT with better training strategies (e.g., more data), boosting performance.",
1885,Deep Learning,Interview kickstart,What is the primary purpose of using a label smoothing technique?,a. Reduce overconfidence<br>b. Speed up training<br>c. Increase accuracy<br>d. Normalize inputs,a. Reduce overconfidence,"Label smoothing softens target probabilities, preventing models from becoming overly confident.",
1886,ML Pipelines,Interview kickstart,What is the main advantage of using a data orchestration platform?,a. Coordinate complex workflows<br>b. Improve accuracy<br>c. Reduce training time<br>d. Simplify deployment,a. Coordinate complex workflows,"Platforms (e.g., Airflow) manage dependencies in data pipelines, ensuring smooth ML operations.",
1887,Ethics in AI,Interview kickstart,What is a key ethical concern with AI in Thomson Reuters’ patent scoring?,a. Unfair innovation ranking<br>b. Slow processing<br>c. High accuracy<br>d. Reduced costs,a. Unfair innovation ranking,"Biased scoring could misjudge patent value, affecting intellectual property fairness.",
1888,Computer Vision,Interview kickstart,What is the main advantage of using a Mask R-CNN over Faster R-CNN?,a. Adds instance segmentation<br>b. Reduces parameters<br>c. Speeds up training<br>d. Improves accuracy,a. Adds instance segmentation,"Mask R-CNN extends detection with pixel-level segmentation, enhancing detailed object analysis.",
1889,Machine Learning Basics,Interview kickstart,What is the main disadvantage of using a uniform weighting in KNN?,a. Ignores distance importance<br>b. Slow computation<br>c. Overfitting<br>d. Poor scalability,a. Ignores distance importance,"Uniform weighting treats all neighbors equally, reducing sensitivity to closer, more relevant points.",
1890,Natural Language Processing,Interview kickstart,What is the primary purpose of using a text augmentation technique in NLP?,a. Increase training data variety<br>b. Generate text<br>c. Remove stopwords<br>d. Assign POS tags,a. Increase training data variety,"Augmentation (e.g., synonym replacement) enriches datasets, improving model robustness in NLP tasks.",
1891,Deep Learning,Interview kickstart,What is the main advantage of using a gated recurrent unit (GRU) over LSTM?,a. Fewer parameters<br>b. Faster computation<br>c. Both a and b<br>d. Improved accuracy,c. Both a and b,"GRUs simplify LSTMs with fewer gates, reducing parameters and speeding up training.",
1892,ML Pipelines,Interview kickstart,What is the main benefit of using a model versioning system?,a. Track model evolution<br>b. Improve accuracy<br>c. Reduce training time<br>d. Simplify deployment,a. Track model evolution,"Versioning (e.g., Git for models) logs changes, ensuring reproducibility at Thomson Reuters.",
1893,Reinforcement Learning,Interview kickstart,What is the primary purpose of using a reward shaping technique?,a. Guide learning with auxiliary rewards<br>b. Reduce memory usage<br>c. Speed up inference<br>d. Define states,a. Guide learning with auxiliary rewards,"Reward shaping adds intermediate rewards, accelerating convergence in sparse reward environments.",
1894,Ethics in AI,Interview kickstart,What is a potential ethical issue with AI in Thomson Reuters’ social impact analysis?,a. Bias in impact assessment<br>b. Slow processing<br>c. High accuracy<br>d. Reduced costs,a. Bias in impact assessment,"Biased AI could misrepresent social effects, affecting credibility in reporting.",
1895,Computer Vision,Interview kickstart,What is the primary use of optical flow in video analysis?,a. Estimate motion between frames<br>b. Enhance resolution<br>c. Classify scenes<br>d. Reduce noise,a. Estimate motion between frames,"Optical flow tracks pixel movement, aiding motion analysis in news videos at Thomson Reuters.",
1896,Machine Learning Basics,Interview kickstart,What is the main advantage of using a stratified shuffle split?,a. Preserves class distribution<br>b. Reduces computation<br>c. Improves interpretability<br>d. Speeds up training,a. Preserves class distribution,"Stratified shuffle split ensures balanced splits, critical for imbalanced datasets in validation.",
